Id,MAT,TDR,TSN,MTWM,MTCM,TAR,MTWQ,MTDQ,MTAQ,MTCQ,MAP,PWM,PDM,PSN,PWQ,PDQ,PAQ,PCQ,AET,PET,NPP,ME,RE,CVE
569,20.0291004,17.7555008,475.0639954,32.9407997,2.4796,30.4612007,24.3194008,13.6518002,25.0538006,13.6518002,273.5039978,62.7769012,0,96.4430008,170.3139954,2.7355399,147.2980042,2.7355399,255.4559937,1890.589966,141,1285,127,2.63
570,20.0382004,17.6676998,480.2460022,32.8372993,2.3587101,30.4785995,24.3141994,13.5873003,25.059,13.5873003,292.0409851,65.1156998,0,94.0327988,175.6860046,2.0578499,158.3880005,2.0578499,273.1619873,1894.98999,145,1248,94,1.39
571,20.2705002,17.5365009,479.4559937,32.8381996,2.61395,30.2243004,24.4750004,13.8163004,25.2250004,13.8163004,310.1650085,66.9504013,0,92.7260971,181.9830017,2,169.7189941,2,291.7420044,1906.430054,156,1230,44,0.86
572,20.5541992,17.4207993,478.7340088,33.0531998,2.94714,30.1061001,24.6805,14.0928001,25.4300003,14.0928001,327.2309875,69.6694031,0,92.1648026,189.0740051,2.1735499,179.8099976,2.1735499,308.2319946,1917.23999,168,1224,117,1.25
573,20.9521008,17.3092995,472.7669983,33.4188995,3.4556999,29.9631996,24.9440994,14.5499001,25.6816006,14.5499001,342.7850037,74.8594971,0,91.9246979,195.8679962,2.24793,186.7850037,2.24793,324.2940063,1932.699951,184,1204,107,1.47
574,21.3255005,17.1571007,465.7990112,33.7424011,3.99488,29.7474995,25.1480007,15.0008001,25.9312992,15.0008001,351.5950012,78.6197968,0.165289,91.8423996,198.6029968,2.1735499,168.2310028,2.1735499,333.5350037,1952.040039,205,1167,72,1.4
575,21.5948009,17.0963993,455.9490051,33.8396988,4.4126601,29.427,25.2852001,15.3859997,26.0921001,15.3859997,352.42099,78.5950012,0.570248,90.6810989,195.6690063,2.57025,168.173996,2.57025,332.7210083,1959.609985,216,1136,58,0.92
576,21.9206009,16.9930992,448.5480042,34.0592995,4.9157701,29.1436005,25.6005993,15.8023005,26.3066998,15.8023005,347.4880066,77.0248032,0.909091,89.7334976,190.0740051,2.90909,167.5950012,2.90909,328.8900146,1965.630005,222,1112,70,1.15
577,22.1637001,16.7646999,442.1059875,34.1517982,5.42102,28.7306995,25.9524994,16.1375008,26.4769001,16.1375008,341.3309937,75.0991974,1,89.063797,184.3309937,3,166.6199951,3,323.6879883,1969.310059,216,1086,85,1.78
578,22.4377995,16.5254002,433.4490051,34.2066994,5.9361,28.2705994,26.5109997,16.5244999,26.6373997,16.5244999,336.0249939,71.8098984,1,87.7655029,179.3880005,3.2562001,166.3139954,3.2562001,321.5599976,1967.680054,205,1053,121,1.98
579,22.3861008,16.5790005,430.6340027,34.1992989,5.8238001,28.3754997,26.3987007,16.5111008,26.5226002,16.5111008,344.6029968,72.8594971,0.768595,88.0468979,185.6529999,3.46281,172.5449982,3.46281,322.4289856,1950.540039,217,1021,100,2.42
580,21.8498001,16.4568005,432.2130127,33.4692001,5.2087302,28.2604008,25.9074001,15.9499998,25.9927006,15.9499998,355.4880066,73.9008026,0.214876,88.1227036,191.901001,3.53719,178.1490021,3.53719,333,1916.709961,269,1020,62,0.94
581,21.2798996,16.3379993,433.0960083,32.7709007,4.5760002,28.1949005,25.3446999,15.3608999,25.3855991,15.3608999,377.3059998,78.4049988,0,89.5183029,207.5619965,3.7272699,192.9170074,3.7272699,347.4020081,1872.199951,320,1050,84,1.41
